1;1;1;012004;929,00;15;11631,21
1;1;1;012005;936,00;12;9922,68
1;1;1;012006;964,00;7;5282,18
1;1;1;012007;933,00;10;7947,11
1;1;1;022004;929,00;41;29913,78
1;1;1;022005;936,00;4;3561,15
1;1;1;022006;964,00;6;5439,85
1;1;1;022007;933,00;2;1004,48
1;1;1;032004;929,00;20;16169,27
1;1;1;032005;936,00;22;16120,67
1;1;1;032006;964,00;4;3519,24
1;1;1;032007;933,00;5;3773,57
1;1;1;042004;929,00;59;47552,53
1;1;1;042005;936,00;7;5255,41
1;1;1;042006;964,00;3;2200,47
1;1;1;042007;933,00;3;2354,93
1;1;1;052004;929,00;9;6654,44
1;1;1;052005;936,00;6;5541,99
1;1;1;052006;964,00;3;2756,05
1;1;1;062004;929,00;3;2625,93
1;1;1;062005;936,00;7;5395,00
1;1;1;062006;964,00;5;4237,59
1;1;1;072004;929,00;31;27951,28
1;1;1;072005;936,00;6;5055,79
1;1;1;082004;929,00;19;16321,18
1;1;1;082005;936,00;4;3420,80
1;1;1;082006;964,00;13;9565,33
1;1;1;092004;929,00;43;35103,25
1;1;1;092005;936,00;5;4544,29
1;1;1;092006;964,00;4;3730,38
1;1;1;102004;929,00;7;5919,49
1;1;1;102005;936,00;3;2188,35
1;1;1;102006;964,00;7;5678,24
1;1;1;112004;929,00;15;10941,62
1;1;1;112005;936,00;19;13585,79
1;1;1;112006;964,00;9;7428,59
1;1;1;122004;929,00;10;8072,78
1;1;1;122005;936,00;9;7158,26
1;1;1;122006;964,00;2;1703,35
1;1;2;012004;1093,00;3;2696,96
1;1;2;012005;1120,00;1;665,00
1;1;2;012007;1145,00;10;7147,40
1;1;2;022004;1093,00;21;14024,13
1;1;2;022005;1120,00;4;3786,23
1;1;2;022006;1164,00;2;1804,48
1;1;2;022007;1145,00;1;1040,37
1;1;2;032004;1093,00;26;18645,68
1;1;2;032005;1120,00;10;7170,90
1;1;2;032006;1164,00;1;1040,37
1;1;2;032007;1145,00;10;7147,40
1;1;2;042004;1093,00;5;4350,43
1;1;2;042005;1120,00;1;1040,37
1;1;2;042006;1164,00;12;8719,19
1;1;2;042007;1145,00;1;1011,86
1;1;2;052004;1093,00;5;4836,31
1;1;2;052005;1120,00;2;1848,17
1;1;2;052006;1164,00;1;1034,49
1;1;2;062004;1093,00;32;21475,30
1;1;2;062006;1164,00;3;2490,83
1;1;2;072004;1093,00;19;13493,33
1;1;2;072005;1120,00;23;17601,23
1;1;2;072006;1164,00;22;21442,20
1;1;2;082004;1093,00;13;9437,15
1;1;2;092004;1093,00;22;14809,89
1;1;2;092005;1120,00;9;8567,91
1;1;2;092006;1164,00;11;10337,08
1;1;2;102004;1093,00;11;7583,65
1;1;2;102006;1164,00;3;2851,43
1;1;2;112005;1120,00;1;342,58
1;1;2;112006;1164,00;11;8170,10
1;1;2;122004;1093,00;22;15128,98
1;1;2;122005;1120,00;10;7170,90
1;1;3;012004;1291,00;54;51724,03
1;1;3;012005;1279,00;20;21173,80
1;1;3;012006;1355,00;19;18554,92
1;1;3;012007;1372,00;31;26731,82
1;1;3;022004;1291,00;49;43551,07
1;1;3;022005;1279,00;33;34486,57
1;1;3;022006;1355,00;67;60094,17
1;1;3;022007;1372,00;47;43123,68
1;1;3;032004;1291,00;63;53470,86
1;1;3;032005;1279,00;53;48941,73
1;1;3;032006;1355,00;71;61416,69
1;1;3;032007;1372,00;36;33255,16
1;1;3;042004;1291,00;69;64492,86
1;1;3;042005;1279,00;24;26627,20
1;1;3;042006;1355,00;24;20877,87
1;1;3;042007;1372,00;42;42315,30
1;1;3;052004;1291,00;45;35698,04
1;1;3;052005;1279,00;38;39775,75
1;1;3;052006;1355,00;20;19901,46
1;1;3;062004;1291,00;51;42041,49
1;1;3;062005;1279,00;86;80765,21
1;1;3;062006;1355,00;22;21123,87
1;1;3;072004;1291,00;51;43856,99
1;1;3;072005;1279,00;58;61582,22
1;1;3;072006;1355,00;28;30225,53
1;1;3;082004;1291,00;34;30477,89
1;1;3;082005;1279,00;52;54779,72
1;1;3;082006;1355,00;34;35242,99
1;1;3;092004;1291,00;62;58664,46
1;1;3;092005;1279,00;82;78007,73
1;1;3;092006;1355,00;62;64680,54
1;1;3;102004;1291,00;32;27924,25
1;1;3;102005;1279,00;12;11573,42
1;1;3;102006;1355,00;67;70403,42
1;1;3;112004;1291,00;40;37114,38
1;1;3;112005;1279,00;70;66994,90
1;1;3;112006;1355,00;14;16334,08
1;1;3;122004;1291,00;18;20738,04
1;1;3;122005;1279,00;38;38214,79
1;1;3;122006;1355,00;60;52803,85
1;1;4;012004;980,00;2;1793,38
1;1;4;042004;980,00;3;2517,80
